wave,iso_code,continent,location,population,population_density,median_age,gdp_per_capita,new_cases,new_deaths,new_tests,icu_patients,new_vaccinations
1,AUS,Oceania,Australia,25788217.0,3.202,37.9,44648.71,7911.0,104.0,2158828.0,0.0,0.0
1,AUT,Europe,Austria,9043072.0,106.749,44.4,45436.686,17766.0,705.0,595922.0,8468.0,0.0
1,BEL,Europe,Belgium,11632334.0,375.564,41.8,42658.576,61427.0,9747.0,1274263.0,55517.0,0.0
1,BRA,South America,Brazil,213993441.0,25.04,33.5,14103.452,1402041.0,59594.0,831680.0,0.0,0.0
1,CAN,North America,Canada,38067913.0,4.037,41.4,44017.591,106025.0,8780.0,2892435.0,36269.0,0.0
1,CHL,South America,Chile,19212362.0,24.282,35.4,22767.037,279393.0,5688.0,1101769.0,0.0,0.0
1,CHN,Asia,China,1444216102.0,147.674,38.7,15308.712,73790.0,4421.0,0.0,0.0,0.0
1,COL,South America,Colombia,51265841.0,44.223,32.2,13254.949,97846.0,3334.0,390131.0,0.0,0.0
1,CRI,North America,Costa Rica,5139053.0,96.079,33.6,15524.995,3459.0,16.0,32502.0,0.0,0.0
1,CZE,Europe,Czechia,10724553.0,137.176,43.3,32605.906,11954.0,349.0,106755.0,4189.0,0.0
1,DNK,Europe,Denmark,5813302.0,136.52,42.3,46682.515,12968.0,605.0,1064589.0,4213.0,0.0
1,EST,Europe,Estonia,1325188.0,31.033,42.7,29481.252,1989.0,69.0,124996.0,646.0,0.0
1,FIN,Europe,Finland,5548361.0,18.136,42.8,40585.721,7213.0,328.0,256830.0,3367.0,0.0
1,FRA,Europe,France,67564251.0,122.578,42.0,38605.671,203390.0,29846.0,1763425.0,311601.0,0.0
1,DEU,Europe,Germany,83900471.0,237.016,46.6,45229.245,195413.0,8990.0,0.0,140711.0,0.0
1,GRC,Europe,Greece,10370747.0,83.479,45.3,24574.382,3409.0,192.0,249650.0,0.0,0.0
1,HUN,Europe,Hungary,9634162.0,108.043,43.4,26777.561,4155.0,585.0,274715.0,0.0,0.0
1,ISL,Europe,Iceland,343360.0,3.404,37.3,46482.958,1824.0,10.0,65834.0,0.0,0.0
1,IND,Asia,India,1393409033.0,450.419,28.2,6426.674,585480.0,17400.0,8473766.0,0.0,0.0
1,IDN,Asia,Indonesia,276361788.0,145.725,29.3,11188.744,56385.0,2876.0,0.0,0.0,0.0
1,IRL,Europe,Ireland,4982904.0,69.874,38.7,67335.293,25473.0,1736.0,423363.0,7093.0,0.0
1,ISR,Asia,Israel,9291000.0,402.606,30.6,33132.32,25438.0,327.0,1000499.0,0.0,0.0
1,ITA,Europe,Italy,60367471.0,205.859,47.9,35220.084,240576.0,34767.0,5385786.0,184722.0,0.0
1,JPN,Asia,Japan,126050796.0,347.778,48.2,39002.223,18590.0,974.0,390219.0,0.0,0.0
1,LVA,Europe,Latvia,1866934.0,31.212,43.9,25063.846,1118.0,30.0,150837.0,0.0,0.0
1,LTU,Europe,Lithuania,2689862.0,45.135,43.5,29524.265,1812.0,61.0,409526.0,0.0,0.0
1,LUX,Europe,Luxembourg,634814.0,231.447,39.7,94277.965,4299.0,110.0,191097.0,1445.0,0.0
1,MEX,North America,Mexico,130262220.0,66.444,29.3,17336.469,226089.0,27769.0,609690.0,0.0,0.0
1,NLD,Europe,Netherlands,17173094.0,508.544,43.2,48472.545,50483.0,6132.0,252815.0,60947.0,0.0
1,NZL,Oceania,New Zealand,5122600.0,18.206,37.9,36085.843,1528.0,22.0,396217.0,0.0,0.0
1,NOR,Europe,Norway,5465629.0,14.462,39.7,64800.057,8879.0,250.0,273637.0,0.0,0.0
1,POL,Europe,Poland,37797000.0,124.027,41.8,27216.445,34393.0,1463.0,1074523.0,0.0,0.0
1,PRT,Europe,Portugal,10167923.0,112.371,46.2,27936.896,42141.0,1576.0,1213259.0,12855.0,0.0
1,SVK,Europe,Slovakia,5460726.0,113.128,41.2,30155.152,1667.0,28.0,211825.0,0.0,0.0
1,SVN,Europe,Slovenia,2078723.0,102.619,44.5,31400.84,1600.0,111.0,103097.0,1368.0,0.0
1,ZAF,Africa,South Africa,60041996.0,46.754,27.3,12294.876,151209.0,2657.0,1618803.0,0.0,0.0
1,KOR,Asia,South Korea,51305184.0,527.967,43.4,35938.374,12839.0,282.0,1075845.0,0.0,0.0
1,ESP,Europe,Spain,46745211.0,93.105,45.5,34272.36,249271.0,28355.0,0.0,0.0,0.0
1,SWE,Europe,Sweden,10160159.0,24.718,41.0,46949.283,67924.0,5333.0,0.0,36174.0,0.0
1,CHE,Europe,Switzerland,8715494.0,214.243,43.1,57410.166,31714.0,1809.0,226318.0,14777.0,0.0
1,TUR,Asia,Turkey,85042736.0,104.914,31.6,25129.341,199906.0,5131.0,3341360.0,0.0,0.0
1,GBR,Europe,United Kingdom,68207114.0,272.898,40.8,39753.244,285214.0,40479.0,2735898.0,133980.0,0.0
1,USA,North America,United States,332915074.0,35.608,38.3,54225.446,2642474.0,127365.0,37357046.0,0.0,0.0
2,AUS,Oceania,Australia,25788217.0,3.202,37.9,44648.71,2606.0,252.0,2641803.0,0.0,0.0
2,AUT,Europe,Austria,9043072.0,106.749,44.4,45436.686,333377.0,5489.0,2597772.0,39847.0,4431.0
2,BEL,Europe,Belgium,11632334.0,375.564,41.8,42658.576,561260.0,9633.0,4655297.0,74548.0,595.0
2,BRA,South America,Brazil,213993441.0,25.04,33.5,14103.452,3767701.0,73568.0,9946112.0,0.0,0.0
2,CAN,North America,Canada,38067913.0,4.037,41.4,44017.591,456580.0,6569.0,11818261.0,40736.0,98435.0
2,CHL,South America,Chile,19212362.0,24.282,35.4,22767.037,197247.0,5319.0,4019046.0,0.0,8237.0
2,CHN,Asia,China,1444216102.0,147.674,38.7,15308.712,2013.0,0.0,0.0,0.0,0.0
2,COL,South America,Colombia,51265841.0,44.223,32.2,13254.949,1027681.0,23551.0,5367755.0,0.0,0.0
2,CRI,North America,Costa Rica,5139053.0,96.079,33.6,15524.995,128034.0,1749.0,296223.0,0.0,0.0
2,CZE,Europe,Czechia,10724553.0,137.176,43.3,32605.906,694043.0,11156.0,3751556.0,69725.0,10599.0
2,DNK,Europe,Denmark,5813302.0,136.52,42.3,46682.515,146706.0,674.0,8057688.0,4105.0,0.0
2,EST,Europe,Estonia,1325188.0,31.033,42.7,29481.252,25615.0,165.0,462987.0,1547.0,2284.0
2,FIN,Europe,Finland,5548361.0,18.136,42.8,40585.721,28021.0,225.0,1772437.0,858.0,0.0
2,FRA,Europe,France,67564251.0,122.578,42.0,38605.671,2402621.0,34112.0,28628250.0,306721.0,1537.0
2,DEU,Europe,Germany,83900471.0,237.016,46.6,45229.245,1502127.0,24488.0,0.0,280782.0,183001.0
2,GRC,Europe,Greece,10370747.0,83.479,45.3,24574.382,128533.0,4572.0,2140792.0,0.0,1892.0
2,HUN,Europe,Hungary,9634162.0,108.043,43.4,26777.561,316375.0,8922.0,1799107.0,0.0,0.0
2,ISL,Europe,Iceland,343360.0,3.404,37.3,46482.958,3647.0,19.0,151355.0,0.0,0.0
2,IND,Asia,India,1393409033.0,450.419,28.2,6426.674,6595543.0,83706.0,127803687.0,0.0,0.0
2,IDN,Asia,Indonesia,276361788.0,145.725,29.3,11188.744,568402.0,14721.0,0.0,0.0,0.0
2,IRL,Europe,Ireland,4982904.0,69.874,38.7,67335.293,62968.0,460.0,1534995.0,3370.0,2139.0
2,ISR,Asia,Israel,9291000.0,402.606,30.6,33132.32,306356.0,2372.0,5869890.0,21233.0,991562.0
2,ITA,Europe,Italy,60367471.0,205.859,47.9,35220.084,1837952.0,38676.0,17801769.0,220302.0,33354.0
2,JPN,Asia,Japan,126050796.0,347.778,48.2,39002.223,167364.0,2192.0,3164734.0,0.0,0.0
2,LVA,Europe,Latvia,1866934.0,31.212,43.9,25063.846,39508.0,601.0,625298.0,0.0,2320.0
2,LTU,Europe,Lithuania,2689862.0,45.135,43.5,29524.265,139055.0,1727.0,1052767.0,0.0,7338.0
2,LUX,Europe,Luxembourg,634814.0,231.447,39.7,94277.965,39790.0,371.0,1005987.0,2763.0,799.0
2,MEX,North America,Mexico,130262220.0,66.444,29.3,17336.469,826534.0,61393.0,2067738.0,0.0,18174.0
2,NLD,Europe,Netherlands,17173094.0,508.544,43.2,48472.545,735150.0,5273.0,5031241.0,46782.0,0.0
2,NZL,Oceania,New Zealand,5122600.0,18.206,37.9,36085.843,410.0,3.0,532334.0,0.0,0.0
2,NOR,Europe,Norway,5465629.0,14.462,39.7,64800.057,38785.0,172.0,1972821.0,0.0,2396.0
2,POL,Europe,Poland,37797000.0,124.027,41.8,27216.445,1227506.0,26515.0,4341933.0,0.0,45600.0
2,PRT,Europe,Portugal,10167923.0,112.371,46.2,27936.896,355666.0,5084.0,3605625.0,35457.0,27786.0
2,SVK,Europe,Slovakia,5460726.0,113.128,41.2,30155.152,270686.0,2105.0,2906512.0,7700.0,0.0
2,SVN,Europe,Slovenia,2078723.0,102.619,44.5,31400.84,119269.0,2564.0,518257.0,13609.0,5290.0
2,ZAF,Africa,South Africa,60041996.0,46.754,27.3,12294.876,430120.0,14320.0,2797896.0,0.0,0.0
2,KOR,Asia,South Korea,51305184.0,527.967,43.4,35938.374,41587.0,593.0,2037596.0,0.0,0.0
2,ESP,Europe,Spain,46745211.0,93.105,45.5,34272.36,1465407.0,21743.0,0.0,171685.0,0.0
2,SWE,Europe,Sweden,10160159.0,24.718,41.0,46949.283,353000.0,2906.0,3553539.0,14619.0,0.0
2,CHE,Europe,Switzerland,8715494.0,214.243,43.1,57410.166,410119.0,6025.0,2633649.0,32500.0,6382.0
2,TUR,Asia,Turkey,85042736.0,104.914,31.6,25129.341,1115294.0,14511.0,17366075.0,0.0,0.0
2,GBR,Europe,United Kingdom,68207114.0,272.898,40.8,39753.244,2158152.0,32033.0,34271603.0,109030.0,0.0
2,USA,North America,United States,332915074.0,35.608,38.3,54225.446,14138560.0,168371.0,166177814.0,1856189.0,5626744.0
3,AUS,Oceania,Australia,25788217.0,3.202,37.9,44648.71,1825.0,1.0,3768641.0,0.0,7298477.0
3,AUT,Europe,Austria,9043072.0,106.749,44.4,45436.686,236014.0,2981.0,45740498.0,48891.0,7601857.0
3,BEL,Europe,Belgium,11632334.0,375.564,41.8,42658.576,374978.0,4081.0,7065344.0,79588.0,10724515.0
3,BRA,South America,Brazil,213993441.0,25.04,33.5,14103.452,9352410.0,293562.0,20104508.0,0.0,99083343.0
3,CAN,North America,Canada,38067913.0,4.037,41.4,44017.591,639435.0,6255.0,15175214.0,131721.0,36650927.0
3,CHL,South America,Chile,19212362.0,24.282,35.4,22767.037,828793.0,14093.0,8710129.0,0.0,23021256.0
3,CHN,Asia,China,1444216102.0,147.674,38.7,15308.712,2235.0,0.0,0.0,0.0,1164215000.0
3,COL,South America,Colombia,51265841.0,44.223,32.2,13254.949,2146098.0,52561.0,9829538.0,0.0,12929074.0
3,CRI,North America,Costa Rica,5139053.0,96.079,33.6,15524.995,174662.0,2063.0,740043.0,0.0,0.0
3,CZE,Europe,Czechia,10724553.0,137.176,43.3,32605.906,682513.0,13995.0,23767170.0,132567.0,8025572.0
3,DNK,Europe,Denmark,5813302.0,136.52,42.3,46682.515,95347.0,409.0,21933063.0,5890.0,4423522.0
3,EST,Europe,Estonia,1325188.0,31.033,42.7,29481.252,86856.0,850.0,747184.0,6116.0,916799.0
3,FIN,Europe,Finland,5548361.0,18.136,42.8,40585.721,50504.0,298.0,2602051.0,2907.0,0.0
3,FRA,Europe,France,67564251.0,122.578,42.0,38605.671,2930249.0,35059.0,49305394.0,588494.0,53242863.0
3,DEU,Europe,Germany,83900471.0,237.016,46.6,45229.245,1510546.0,33782.0,0.0,488654.0,73128721.0
3,GRC,Europe,Greece,10370747.0,83.479,45.3,24574.382,265499.0,6910.0,5960900.0,0.0,7239152.0
3,HUN,Europe,Hungary,9634162.0,108.043,43.4,26777.561,440542.0,17468.0,2972007.0,0.0,8108598.0
3,ISL,Europe,Iceland,343360.0,3.404,37.3,46482.958,647.0,1.0,161707.0,0.0,194411.0
3,IND,Asia,India,1393409033.0,450.419,28.2,6426.674,19654024.0,245067.0,206804661.0,0.0,313031810.0
3,IDN,Asia,Indonesia,276361788.0,145.725,29.3,11188.744,1099958.0,28493.0,5544979.0,0.0,30066171.0
3,IRL,Europe,Ireland,4982904.0,69.874,38.7,67335.293,75361.0,1691.0,2457211.0,10607.0,4195100.0
3,ISR,Asia,Israel,9291000.0,402.606,30.6,33132.32,198342.0,1633.0,6204196.0,23376.0,5842698.0
3,ITA,Europe,Italy,60367471.0,205.859,47.9,35220.084,1706877.0,39050.0,38916480.0,326995.0,50082070.0
3,JPN,Asia,Japan,126050796.0,347.778,48.2,39002.223,408843.0,9030.0,9278831.0,0.0,50523063.0
3,LVA,Europe,Latvia,1866934.0,31.212,43.9,25063.846,71188.0,1318.0,1681202.0,0.0,1096752.0
3,LTU,Europe,Lithuania,2689862.0,45.135,43.5,29524.265,96226.0,1575.0,1974559.0,0.0,2151257.0
3,LUX,Europe,Luxembourg,634814.0,231.447,39.7,94277.965,20399.0,241.0,1222943.0,2891.0,467548.0
3,MEX,North America,Mexico,130262220.0,66.444,29.3,17336.469,655009.0,70239.0,2639905.0,0.0,40234838.0
3,NLD,Europe,Netherlands,17173094.0,508.544,43.2,48472.545,720672.0,3920.0,6990484.0,85818.0,15622325.0
3,NZL,Oceania,New Zealand,5122600.0,18.206,37.9,36085.843,439.0,1.0,533860.0,0.0,1175678.0
3,NOR,Europe,Norway,5465629.0,14.462,39.7,64800.057,68350.0,230.0,2835028.0,0.0,4115276.0
3,POL,Europe,Poland,37797000.0,124.027,41.8,27216.445,1366527.0,37841.0,8608870.0,0.0,18815664.0
3,PRT,Europe,Portugal,10167923.0,112.371,46.2,27936.896,159041.0,4614.0,6027587.0,36225.0,8229541.0
3,SVK,Europe,Slovakia,5460726.0,113.128,41.2,30155.152,338995.0,7868.0,32387806.0,26791.0,3490118.0
3,SVN,Europe,Slovenia,2078723.0,102.619,44.5,31400.84,90862.0,916.0,544158.0,15675.0,1445166.0
3,ZAF,Africa,South Africa,60041996.0,46.754,27.3,12294.876,520211.0,16483.0,4854228.0,0.0,2545714.0
3,KOR,Asia,South Korea,51305184.0,527.967,43.4,35938.374,79215.0,596.0,4037557.0,0.0,19427224.0
3,ESP,Europe,Spain,46745211.0,93.105,45.5,34272.36,1065841.0,22556.0,0.0,235197.0,28733874.0
3,SWE,Europe,Sweden,10160159.0,24.718,41.0,46949.283,523033.0,3038.0,5513508.0,38594.0,0.0
3,CHE,Europe,Switzerland,8715494.0,214.243,43.1,57410.166,181684.0,1250.0,3941163.0,26288.0,7242773.0
3,TUR,Asia,Turkey,85042736.0,104.914,31.6,25129.341,2948189.0,23739.0,31155553.0,0.0,48325304.0
3,GBR,Europe,United Kingdom,68207114.0,272.898,40.8,39753.244,989111.0,22037.0,129213601.0,130430.0,68118601.0
3,USA,North America,United States,332915074.0,35.608,38.3,54225.446,7429440.0,155841.0,161862982.0,1380598.0,299774855.0
4,AUS,Oceania,Australia,25788217.0,3.202,37.9,44648.71,180454.0,1105.0,11712836.0,0.0,20829569.0
4,AUT,Europe,Austria,9043072.0,106.749,44.4,45436.686,546758.0,2510.0,38699919.0,30637.0,4843225.0
4,BEL,Europe,Belgium,11632334.0,375.564,41.8,42658.576,783605.0,2305.0,7039114.0,33645.0,3826245.0
4,BRA,South America,Brazil,213993441.0,25.04,33.5,14103.452,1268799.0,36557.0,126242.0,0.0,127425027.0
4,CAN,North America,Canada,38067913.0,4.037,41.4,44017.591,347142.0,3033.0,9289386.0,63218.0,10066450.0
4,CHL,South America,Chile,19212362.0,24.282,35.4,22767.037,146449.0,1786.0,6064343.0,0.0,13272225.0
4,CHN,Asia,China,1444216102.0,147.674,38.7,15308.712,5041.0,0.0,0.0,0.0,562615000.0
4,COL,South America,Colombia,51265841.0,44.223,32.2,13254.949,188594.0,4260.0,4452378.0,0.0,15148305.0
4,CRI,North America,Costa Rica,5139053.0,96.079,33.6,15524.995,104579.0,1827.0,407268.0,0.0,0.0
4,CZE,Europe,Czechia,10724553.0,137.176,43.3,32605.906,671149.0,4293.0,8962193.0,29661.0,3050986.0
4,DNK,Europe,Denmark,5813302.0,136.52,42.3,46682.515,229827.0,457.0,9842697.0,2831.0,1336817.0
4,EST,Europe,Estonia,1325188.0,31.033,42.7,29481.252,87258.0,576.0,651734.0,3215.0,228285.0
4,FIN,Europe,Finland,5548361.0,18.136,42.8,40585.721,79851.0,415.0,1525282.0,2999.0,0.0
4,FRA,Europe,France,67564251.0,122.578,42.0,38605.671,1603338.0,6891.0,46961076.0,164017.0,25225955.0
4,DEU,Europe,Germany,83900471.0,237.016,46.6,45229.245,2667985.0,14456.0,0.0,254430.0,34356740.0
4,GRC,Europe,Greece,10370747.0,83.479,45.3,24574.382,424695.0,5784.0,16707794.0,0.0,4347443.0
4,HUN,Europe,Hungary,9634162.0,108.043,43.4,26777.561,390177.0,7021.0,2279399.0,0.0,0.0
4,ISL,Europe,Iceland,343360.0,3.404,37.3,46482.958,8919.0,3.0,192686.0,0.0,13613.0
4,IND,Asia,India,1393409033.0,450.419,28.2,6426.674,1899783.0,37115.0,131780578.0,0.0,701492200.0
4,IDN,Asia,Indonesia,276361788.0,145.725,29.3,11188.744,169638.0,10937.0,17565705.0,0.0,141095175.0
4,IRL,Europe,Ireland,4982904.0,69.874,38.7,67335.293,279730.0,696.0,2651504.0,8019.0,1857970.0
4,ISR,Asia,Israel,9291000.0,402.606,30.6,33132.32,285424.0,1181.0,10211397.0,17507.0,2570311.0
4,ITA,Europe,Italy,60367471.0,205.859,47.9,35220.084,718895.0,5828.0,42270335.0,45556.0,25060031.0
4,JPN,Asia,Japan,126050796.0,347.778,48.2,39002.223,233846.0,2306.0,6291656.0,0.0,38432052.0
4,LVA,Europe,Latvia,1866934.0,31.212,43.9,25063.846,120508.0,1812.0,1936565.0,0.0,778322.0
4,LTU,Europe,Lithuania,2689862.0,45.135,43.5,29524.265,194646.0,2460.0,1968234.0,0.0,905144.0
4,LUX,Europe,Luxembourg,634814.0,231.447,39.7,94277.965,18751.0,66.0,321736.0,862.0,197802.0
4,MEX,North America,Mexico,130262220.0,66.444,29.3,17336.469,566577.0,37395.0,1887927.0,0.0,36845252.0
4,NLD,Europe,Netherlands,17173094.0,508.544,43.2,48472.545,972605.0,2303.0,4890494.0,25669.0,0.0
4,NZL,Oceania,New Zealand,5122600.0,18.206,37.9,36085.843,9575.0,21.0,1500550.0,0.0,4403018.0
4,NOR,Europe,Norway,5465629.0,14.462,39.7,64800.057,168573.0,327.0,1636129.0,0.0,2218849.0
4,POL,Europe,Poland,37797000.0,124.027,41.8,27216.445,968415.0,13700.0,6196780.0,0.0,4847729.0
4,PRT,Europe,Portugal,10167923.0,112.371,46.2,27936.896,162266.0,944.0,5731574.0,8029.0,2090740.0
4,SVK,Europe,Slovakia,5460726.0,113.128,41.2,30155.152,516142.0,2968.0,4464694.0,13060.0,483716.0
4,SVN,Europe,Slovenia,2078723.0,102.619,44.5,31400.84,175149.0,986.0,546676.0,14213.0,812171.0
4,ZAF,Africa,South Africa,60041996.0,46.754,27.3,12294.876,408397.0,7911.0,3511970.0,0.0,5979676.0
4,KOR,Asia,South Korea,51305184.0,527.967,43.4,35938.374,283050.0,2164.0,1452384.0,0.0,47259833.0
4,ESP,Europe,Spain,46745211.0,93.105,45.5,34272.36,511063.0,4202.0,0.0,39244.0,8736543.0
4,SWE,Europe,Sweden,10160159.0,24.718,41.0,46949.283,111876.0,512.0,2294734.0,3531.0,217678.0
4,CHE,Europe,Switzerland,8715494.0,214.243,43.1,57410.166,363868.0,925.0,3792796.0,19676.0,3133700.0
4,TUR,Asia,Turkey,85042736.0,104.914,31.6,25129.341,2694121.0,22793.0,36153903.0,0.0,27006233.0
4,GBR,Europe,United Kingdom,68207114.0,272.898,40.8,39753.244,4173955.0,14226.0,99863684.0,96042.0,31181003.0
4,USA,North America,United States,332915074.0,35.608,38.3,54225.446,10879251.0,159471.0,147178389.0,1794217.0,108774938.0
